system:index,cluster,.geo
804,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.0762540208642,-2.78953845177635]}"
805,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.79328470636655,-3.2530691383820223]}"
806,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.97616797536773,0.8630114934536248]}"
807,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.46774439596533,0.19646155263693998]}"
808,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.68171852236075,4.442797900669918]}"
809,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.6297913246568,2.896797296700222]}"
810,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.62547483701117,0.3824128164496807]}"
811,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.9368400630507,3.441176358876652]}"
812,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.20471310649329,2.7144392940239586]}"
813,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.8910259835606,3.9550127013930183]}"
814,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.16788217984438,2.4862672118576006]}"
815,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.94941647702836,2.9408147456220783]}"
816,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.9278569102095,4.3628478403832816]}"
817,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.21100131348211,2.1583821331539754]}"
818,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34395197553181,3.9972335197466355]}"
819,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.1533340465235,1.4756625172231388]}"
820,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.61631659539499,1.5906468735904378]}"
821,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.48840564750009,5.675286470481902]}"
822,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.59710179687855,5.587251572638189]}"
823,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.02756990674676,5.421961560360197]}"
824,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.51642851008276,4.672766613404516]}"
825,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.803889401001,4.229897178333592]}"
826,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.14991587416199,2.144907403892182]}"
827,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.11847483921781,2.5805903166901505]}"
828,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.93000371832768,1.0130301459015847]}"
829,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.60626003849471,4.7024110177804594]}"
830,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.31700251700822,2.1583821331539754]}"
831,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.29634126547347,3.8624862271287075]}"
832,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.68621009878134,4.830870103409552]}"
833,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.44725823320556,1.6831733478547486]}"
834,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.01319686220086,0.9824874262415211]}"
835,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.30549950708965,1.018420037606302]}"
836,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.0149934927691,1.9912954903077438]}"
837,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.9646878368584,2.821338812834182]}"
838,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.71620468070724,-0.48535974800977666]}"
839,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.8218557066834,3.784332797410309]}"
840,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.95498145750805,2.455724492197537]}"
841,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.55595438258402,3.792417634967385]}"
842,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.7925614798574,0.7543153440751631]}"
843,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.8497034804911,3.338768416487026]}"
844,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.16069565757142,3.6379074060988272]}"
845,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.89676605281527,1.4109838167665334]}"
846,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.62135630954977,1.4828490394960951]}"
847,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.54247965332222,0.7624001816322385]}"
848,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.10572333646516,5.456097541156739]}"
849,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.1842269437335,2.3470283428190744]}"
850,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67884848773342,5.721100549971998]}"
851,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.20543633300242,5.571980212808157]}"
852,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.52451334763984,3.5372960942774405]}"
853,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.65926064025776,1.6355626377964132]}"
854,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.714408050139,0.5432112523070751]}"
855,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.10482502118104,2.568013902712477]}"
856,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.067270868023,2.5455560206094887]}"
857,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.68171852236075,4.3996787670321815]}"
858,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.88778289997407,2.875237729881353]}"
859,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.27657832922284,3.6064663711546436]}"
860,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.8527486038934,2.0766354422990982]}"
861,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.70597303503197,3.2740897160304208]}"
862,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.87323476665318,2.6794049979432977]}"
863,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.69985991681811,2.4638093297546124]}"
864,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.38150612868986,4.648512100733289]}"
865,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.99882381765494,2.3865542153203334]}"
866,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.84286713576809,1.346305116309928]}"
867,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.11218663222897,2.663235322829146]}"
868,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.0932991398532,0.924096932773752]}"
869,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.89821250583356,1.7065295452418558]}"
870,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.71315955730493,1.6068165487045887]}"
871,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.04373958186092,3.028849643465791]}"
872,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.14614752425054,3.1303592705712973]}"
873,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.43468181922788,1.0094368847651074]}"
874,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.84646039690456,2.0820253340038155]}"
875,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.11146340571983,0.26832677536650174]}"
876,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.26562345703844,5.6824729927548585]}"
877,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.65998386676691,2.972255780566262]}"
878,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.73831238526029,3.893028946788771]}"
879,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.27999650158435,3.1195794871618627]}"
880,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.73112586298733,3.3827858654088825]}"
881,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.14253139170481,-0.7503627568250355]}"
882,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.52541166292396,1.20976119312376]}"
883,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.5201968599942,1.691258185411824]}"
884,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.78215474540717,4.786852654487696]}"
885,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.0383496901562,0.8782828532836566]}"
886,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.6531475220439,1.2744398935803662]}"
887,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.05217459696794,2.4242834572533534]}"
888,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.7467474003673,1.1432858620989155]}"
889,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.09601695711483,2.417995250264517]}"
890,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.31251094058763,3.22019079898325]}"
891,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.45713970133087,-3.307866370713313]}"
892,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.00062044822317,3.4923803300714646]}"
893,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.4724110611609,2.7710331569234885]}"
894,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.8676697861735,-2.2873802079535377]}"
895,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.34842068054314,-2.807504757458741]}"
896,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.92693572351612,-1.813069737938429]}"
897,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.84196882048397,-2.8542171522329554]}"
898,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.76434065709049,-2.735639534729179]}"
899,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.39677748851989,-1.277673828603195]}"
900,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.15854884945324,5.52886107917042]}"
901,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.11470648930636,-2.8380474771188045]}"
902,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.51158675611221,-0.76024422495035]}"
903,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.78430155352535,-2.7437243722862537]}"
904,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.26455005297935,3.1348508469918945]}"
905,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.15528289445746,-2.1256834568120233]}"
906,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.09527085919642,0.5782455483877369]}"
907,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.25788879703131,-0.5284788816475139]}"
908,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.81357290894209,-3.2539674536661423]}"
909,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.96521310318332,0.37971787059732254]}"
910,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.32364090154701,0.5063803256581751]}"
911,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.13876304179335,0.9420632384561429]}"
912,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.45479493302845,-2.518247235972254]}"
913,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.10787014458334,-2.718571544330908]}"
914,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.93808855588476,0.42283700423505977]}"
915,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.24838037786519,4.083471787022109]}"
916,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.19301213639048,-2.2613290647140705]}"
917,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.90233103329496,1.2573719031820954]}"
918,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.89372092941295,-1.5516599902596493]}"
919,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.64468963552761,-1.6917971745822946]}"
920,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.25536893995393,-2.120293565107305]}"
921,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.98372754659988,2.933628223349122]}"
922,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.98532621698389,-1.6711359230475455]}"
923,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.35183885290465,-0.629090193468901]}"
924,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.19535690469289,1.572680567908047]}"
925,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.70183163616133,-2.885658187177139]}"
926,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.72608614883255,1.5502226858050587]}"
927,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.72428951826431,-1.6244235282733293]}"
928,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.2582618459905,1.9347016274082138]}"
929,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.09422032654658,1.2609651643185726]}"
930,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.02774499552174,3.0773586688082455]}"
931,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.15385931284841,2.0083634807060147]}"
932,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.16696099315101,-2.8793699801883026]}"
933,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.98103260074753,1.2627617948868117]}"
934,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.27405847214546,-2.3439740708530667]}"
935,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.59959878254668,-3.403087790829982]}"
936,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.13985931726171,-1.4276924810511549]}"
937,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.12081960752022,5.554013907125766]}"
938,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.9124104616045,4.690732919086907]}"
939,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.00436592672537,0.8953508436819275]}"
940,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.36713308414394,3.551669138823353]}"
941,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.6786505275492,-0.895889832852399]}"
942,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.23919926483977,1.1783201581795772]}"
943,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.97941105895426,0.9393682926037847]}"
944,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.44221851905078,0.6303478348666687]}"
945,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.428743789789,-0.29312027720819955]}"
946,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.99917399520488,3.1330542164236563]}"
947,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.20094475658183,1.7011396535371386]}"
948,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.02899348835581,0.26293688366178447]}"
949,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.23238579152601,5.788474196280962]}"
950,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.01212345814176,4.51466312339948]}"
951,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.73973596686932,-0.5500384484663821]}"
952,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.28608674838895,1.442424851710716]}"
953,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.80783283968742,0.038358062631904666]}"
954,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.84161864293402,-2.405059510173194]}"
955,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.27171370384305,0.0805788809855219]}"
956,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.0996102182513,1.0058436236286292]}"
957,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.03924800544031,1.901463961895792]}"
958,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.3743196064169,5.52886107917042]}"
959,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.04768302054734,0.6402293029919841]}"
960,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.19572995365209,1.6795800867182704]}"
961,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.9677329602607,1.5214765967132342]}"
962,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.80244294798271,0.4695493990092743]}"
963,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.20506328404323,-0.3146798440270677]}"
964,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.35994656187098,2.573403794417194]}"
965,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.91635390029091,2.629099342032604]}"
966,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.4221054052502,2.7845078861852812]}"
967,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.26203019590196,5.831593329918698]}"
968,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.83011563301544,0.5917202776495296]}"
969,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.54123116048817,1.9652443470682783]}"
970,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.10911863741741,1.476560832507258]}"
971,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.98984066481374,2.8653562617560384]}"
972,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.90719565867475,0.8719946462948203]}"
973,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.5674573925026,1.6993430229688995]}"
974,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.29993452660995,1.671495249161194]}"
975,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.55271129899748,1.7514453094478322]}"
976,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.89606569771537,4.484120403739416]}"
977,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.5570277866431,1.7226992203560068]}"
978,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.99450733000931,-3.688752051179991]}"
979,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.743702276965,0.7480271370863258]}"
980,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.54714631851779,0.04374795433662104]}"
981,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.02143391712364,0.8522317100441912]}"
982,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.78754463711188,6.225953739647169]}"
983,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.65998386676691,2.6380824948737995]}"
984,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.70722152786604,0.9932672096509556]}"
985,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.20758314112061,3.887639055084054]}"
986,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.22283162954139,1.0040469930603901]}"
987,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.50814571234145,2.6749134215226995]}"
988,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.04678470526322,4.25235506043658]}"
989,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.56853079656169,3.072867092387648]}"
990,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.44815654848968,1.9463797261017683]}"
991,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.04823115828151,0.17849524695455]}"
992,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.12962767158645,0.9474531301608602]}"
993,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.81861262309687,2.5087250939605887]}"
994,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.10375161712196,-0.07033808674655795]}"
995,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.82078230262431,-0.6865823716525501]}"
996,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.07840082898238,3.1896480793231854]}"
997,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.10642369156506,2.4296733489580706]}"
998,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.36748326169389,0.7219759938468604]}"
999,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.00241707879142,-3.322239415259226]}"
1000,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.60553681198556,-0.6111238877865102]}"
